,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
862,ridge,7,ridges,ridgeline,treeline,mountain_ridge,rocky_ridge,upslope,escarpment,Sangre_de_Cristos,mountain_ridges,
863,drive,33,drives,driving,drove,push,run,Seagate_SV##_Series,driven,drives_SEDs,Drives,
864,whereas,12,Whereas,ie,Comparatively,Conversely,hence,Generally,Interestingly,Similarly,Moreover,
865,reality,6,Reality,realities,Emblematic_examples,Jaap_Amesz_Dutch,Germany_Dieter_Wiefelspuetz,raj_.........._i,saucier_Miracle_Jones,Pennsylvania_prophetic_rodent,Wife_Swap_Larimer,
866,choosing,49,selecting,choose,Choosing,chose,chosing,choice,chosen,deciding,opting,
867,felt,90,feel,feeling,feels,thought,knew,sensed,seemed,looked,Feeling,
868,stick,11,sticks,sticking,Stick,stuck,Sticking,Hovav_Shacham,poke,Vancouver_Donald_Brashear,Pedroia_perked,
869,rob,7,robbing,robbed,burglarize,steal,carjack,robbery,robs,abduct,robbers,
870,environment,7,environments,enviroment,environ_ment,enviornment,evironment,climate,envrionment,envi_ronment,environment._,
871,cheap,8,Cheap,inexpensive,cheep,cheaper,relatively_inexpensive,reasonably_priced,cheapest,Inexpensive,cheaply,
872,keeping,59,Keeping,keep,kept,keeps,maintaining,staying,Keep,Staying,putting,
873,sign,6,signs,Signs,burlingtonfreepress.com_newsletters,signing,visit_www.sheboyganpress.com_textalerts,signed,Sign,At_www.QualityStocks.Net,Visit_http://www.otcpicks.com/hotpicks.htm_today,
874,filled,15,filling,fill,fills,brimming,Filled,overflowing,packed,Filling,sprinkled,
875,understanding,14,knowledge,understand,Understanding,insight,comprehension,understandings,insights,comprehending,understood,
876,commonly,23,Commonly,widely,popularly,frequently,commonly_referred,prevalently,often,prevalent,generally,
877,oregon,6,arkansas,michigan,wisconsin,south_carolina,ohio,alabama,florida,iowa,penn,
878,dedicated,8,devoted,Dedicated,dedicate,dedicating,dedicates,focused,committed,devote,dedication,
879,vital,64,crucial,vitally_important,essential,important,critical,integral,key,paramount_importance,indispensable,
880,actual,59,actually,approximate,exact,Actual,real,per_se,actuality,literal,accurately,
881,typical,19,Typical,atypical,stereotypical,typically,usual,archetypal,typifies,quintessential,prototypical,
882,policy,7,policies,polices,Policy,strategy,Policies,pol_icy,stance,doctrine,regulations,
883,balanced,33,Balanced,potent_reuptake_inhibitor,consistent,balance,ChartPoppers.com_strives,unbalanced,freshly_sauted,fiscally_responsible,balancing,
884,correct,23,corrected,incorrect,wrong,rectify,correctly,correcting,erroneous,Correct,accurate,
885,directly,63,indirectly,Directly,direct,specifically,either,via,cornerback_Johnson_Bademosi,tangentially,personally,
886,season,6,seasons,sesaon,seson,seaosn,seaon,preseason,sesason,postseason,theseason,
887,effective,10,Effective,efficient,affective,ineffective,effec_tive,efficacious,economical,effectual,beneficial,
888,concern,10,concerns,worries,Concern,worry,fears,conern,Concerns,uneasiness,disquiet,
889,geometric,6,geometrical,geometric_shapes,geometrical_shapes,geometric_forms,geometrical_patterns,abstract_geometric,abstract_shapes,geometry,geometric_patterns,
890,pan,6,Pago_Pago_Pan,wok,greased_##x#_inch,Spread_evenly,Scrape_batter,pans,roasting_tin,fluted_tube,Remove_ramekins,
891,vertically,63,horizontally,vertical,perpendicular,perpendicularly,diagonally,horizontal,laterally,orthogonally,aV_shape,
892,discussed,15,discussing,discuss,talked,debated,mentioned,explored,addressed,broached,discused,
893,inbox,6,email_inbox,inboxes,Inbox,email_inboxes,Gmail_inbox,Become_GSB_member,mailbox,e_mail_inboxes,RFE_RL_Headlines,
894,improved,24,improving,vastly_improved,improve,improves,Improved,enhanced,increased,improvement,Improving,
895,money,6,monies,funds,moneys,dollars,cash,vast_sums,fund,Money,taxpayer_dollars,
896,fill,14,filling,fills,Filling,filled,fi_ll,Fill,refill,replace,fill_voids,
897,ideally,18,preferably,Ideally,MRICS_qualified,Preferably,HND_HNC,MRTPI,ideal,HNC_Degree,generalist_HR,
898,caused,13,causing,casued,triggered,cause,exacerbated,precipitated,causes,prompted,provoked,
899,action,6,actions,action.The,ac_tion,acton,Action,Branchflower_faulted_Sarah_Palin,corrective_action,steps,corrective_measures,
900,contains,17,includes,contained,containing,contain,incorporates,comprises,Contains,consists,provides,
901,compare,25,comparing,Comparing,comparison,Compare,compares,compare_favorably,comparisons,comparable,evaluate,
902,stacking,10,stacked,Stacking,stack,unstacking,piling,unstack,restack,rearranging,stacks,
903,bracketed,6,grouped,lumped_together,omitted,Gavin_Henson_Tom_Shanklin,Salesi_Ma'afu,Tom_Mercey,Joe_Rokocoko_Conrad,penciled,prop_Carl_Hoeft,
904,evaluate,19,assess,evaluating,analyze,examine,evaluated,evaluates,assessing,determine,reevaluate,
905,reflected,43,reflects,reflecting,reflect,reflection,mirrored,attributed,contrasted,Reflecting,reflective,
906,capability,8,capabilities,capabilites,capabilty,capabilties,functionality,capablities,battlespace_awareness,dismounted_soldier,AIM_###D,
907,mental,7,Mental,mentally,psychological,psychiatric,physical,mental_illness,mental_health,Ye_Mingxia,cognitive,
908,energy,6,renewable_energy,enery,electricity,enegy,Energy,fossil_fuel,natural_gas,renewables,fossil_fuels,
909,model,6,models,Model,xenograft_mouse,Brother_Nidal,Smallpox_infection,Forfour,Amazonian_goddesses,Pursuing_vertically_integrated,PQ##_platform,
910,dominant,10,dominating,dominance,dominated,dominate,predominant,dominates,domination,Dominant,monopolized,
911,individual,6,individually,Individual,Seawalls_protect,indvidual,individuals,DAG_Ventures_IDG_Ventures,indivdual,indi_vidual,invidual,
912,throughout,107,thoughout,througout,Throughout,across,throughoutthe,throughtout,thorughout,through,around,
913,understand,67,comprehend,explain,know,realize,understood,understands,understanding,recognize,appreciate,
914,hoping,42,hopeful,eager,hope,hoped,trying,hopes,aiming,Hoping,hopefully,
915,shorter,44,shorten,lengthier,shortened,longer,lengthen,lengthened,shortening,Longer,rates_EURIBORSWD_=,
916,older,12,younger,Older,PLUS_LIFELONG_FITNESS,Younger,newer,FREE_HEARING_SCREENING,age,Elena_Losina_co,brother_Yee_Vang,
917,spent,16,spend,spends,Spent,Spend,devotes,expended,wasted,devoting,devoted,
918,spend,21,spent,spends,Spend,devote,spending,expend,devoting,splurge,invest,
919,distracting,9,distraction,distract,distracted,distracts,annoying,irritating,distractive,detracting,distractions,
920,helping,116,Helping,assisting,helped,help,helps,trying,aiding,enabling,attempting,
921,crisp,10,crispness,crisper,crisply,refreshing_acidity,racy_acidity,lively_acidity,salty_feta,intensely_flavorful,luscious,
922,object,6,objects,Object,orb,projectile,Clemmons_commutation,What_bothers_Eriacho,Objects,inanimate_object,celestial_object,
923,spam,6,spamming,spammers,antispam,Spam,spam_filters,spam_mails,phishing,malware,spam_filtering,
924,dull,21,boring,dreary,drab,duller,unexciting,bland,monotonous,uninteresting,turgid,
925,allowing,60,allowed,enabling,allow,allows,letting,Allowing,forcing,giving,lets,
926,ago,69,last,later,earlier,yearsago,after,past,years,ago.The,Within,
927,outside,39,inside,Outside,where,ouside,outisde,front,in,nearby,near,
928,click,8,clicking,Click,Clicking,Newslinks,clicks,Featured_Links,THIS_LINK,Forgot_Password,nL########_**,
929,chose,74,opted,chosen,decided,choosing,chooses,choose,wanted,selected,felt_compelled,
930,punch,6,punches,punching,haymaker,wallop,knockout_punch,sitagliptin_phosphate_works,roundhouse_punch,haymakers,roundhouse_kick,
931,extreme,6,extremes,Tinsley_Yarbrough_noted,Extreme,healthy_category_Kvaavik,transaction_processing_XTP,distracting_hairstyles,severe,GigaThread_Technology,Tinsley_Yarbrough,
932,apply,14,applied,applying,applies,reapply,Applying,Apply,stipulate,adhere,qualify,
933,sort,80,kind,Ben_Hur_proportions,sorts,suppose,type,screwball_ruse,basically,really,vent_Gespass,
934,anywhere,13,anyplace,body_non_invasively,anywhere_else,somewhere,Volynskaya,anytime,Jatropha_curcas_grows,nowhere,anyplace_else,
935,collection,6,collections,Collection,Collections,subsequent_autologous_transplantation,DiversityBusiness_provides,thatched_hut_hotels,collectors,Lincolniana,collector,
936,produced,31,produce,producing,Produced,produces,Producing,delivered,supplied,manufactured,created,
937,orange,63,bright_orange,participant_LOGIN,purple,calico_lobsters_respectively,blue,yellow,bright_yellow,red,pink,
938,related,13,relating,associated,pertaining,releated,unrelated,relatedto,linked,realted,concerning,
939,cause,12,causes,caused,causing,contributing_factor,Cause,casued,Causing,casue,culprit,
940,south,24,north,east,west,southeast,northeast,southwest,northwest,southern,eastern,
941,exactly,51,precisely,what,Exactly,exact,know,exact_opposite,EXACTLY,why,exaclty,
942,youtube,6,Youtube,youtube.com,vid,YouTube,vids,YouTube.com,UTube,vimeo,Utube,
943,sec,6,secs,Suzuki_MotoGP_1min_##.###,2mins,1sec,MotoGP_1min_##.###,3min,treas,4secs,1h,
944,mechanical,7,hydraulics,hydraulic,Mechanical,mechnical,gearbox,electrical,throttle_linkage,gastrointestinal_obstruction,pneumatic_hydraulic,
945,hopefully,73,Hopefully,hope,'ll,Fingers_crossed,hoping,definitely,maybe,going,Hopefuly,
946,fixed,6,Fixed,version_#.#.#_#sarge#,operator_Telkom_TKG,deposits_FDs,rotary_winged_aircraft,stable_distribution_sarge,substitution_FMS,rate_mortgages_FRMs,Terry_Treter_service,
947,adjusted,30,Adjusted,adjusting,Adjusting,adjust,retractable_stylus,museum_Julie_Setlock,Standardized_distributable_cash,recalculated,adjustment,
948,decent,113,Decent,good,respectable,decently,mediocre,terrific,nice,solid,middling,
949,covered,14,covering,covers,Covered,cover,Covering,obscured,coverd,Theravance_intends,encompassed,
950,fellow,8,Fellow,who,motley_crew,whom,Mallorcan_Carlos_Moya,former,eye_spiningly_mad,disgruntled,longtime,
951,surface,6,surfaces,shamelessly_mawkish,mount_inductors,PIR_mile_oval,subsurface,surface_Prithvi_missile,screen_bulges_inwards,oil_naturally_gravitates,Surface,
952,overcast,19,windy,sunny,drizzly,overcast_sky,bright_sunshine,intermittent_drizzle,cloudy,overcast_skies,hazy_sunshine,
953,distant,10,faraway,distantly,meaningless_L'_Osservatore,Distant,PRI_Roberto_Madrazo,inhabitable_planets,dim,closest,KLF##_gene,
954,extends,13,expands,broadens,extend,extending,Extending,extended,widens,strengthens,deepens,
955,immediately,19,immediatley,promptly,shortly_afterward,shortly,quickly,shortly_thereafter,immedately,instantly,soon,
956,lose,12,losing,lost,loses,loosing,Losing,squander,regain,looses,Lose,
957,exceed,6,exceeding,exceeds,exceeded,surpass,surpasses,outstrip,surpassed,Exceeding,outpace,
958,glare,7,harsh_glare,blinding_glare,distracting_reflections,incredible_revelations_Pilson,gaze,Polarized_lenses,paparazzi_flashbulbs,glares,bright_sunlight,
959,converging,6,converge,converged,converges,Converging,convergence,congregated,gathered,uniting,massed,
960,additional,24,addtional,additonal,extra,information_visit_www.intellon.com,information_visit_www.paymentdata.com,visit_www.devonenergy.com,information_visit_www.chadbourne.com,information_visit_http://www.theplanet.com,information_visit_www.moduslink.com,
961,gain,13,gaining,gained,gains,Gaining,regain,loss,Gained,lose,garner,
962,wish,34,wished,wishing,wishes,want,wanted,hope,DTT_NET.COM_editor@dtt-net.com,sincerely_hope,Merry_Christmas_Happy,
963,smooth,7,smoother,smoothest,smoothly,smoothness,smoothing,Smooth,smoothen,smoothed,silky_smooth,
964,incredible,53,amazing,unbelievable,phenomenal,astounding,awesome,fantastic,tremendous,extraordinary,astonishing,
965,ultimately,17,eventually,Ultimately,inevitably,subsequently,Eventually,consequently,if,undoubtedly,somehow,
966,vast,49,Vast,enormous,immense,huge,seemingly_infinite,massive,large,considerable,seemingly_limitless,
967,selected,35,chosen,Selected,selects,select,shortlisted,selection,selecting,named,Chosen,
968,told,22,tells,said,quoted,telling,toldThe,toldthe,confided,explained,tolds,
969,studio,5,studios,Studios,recording_studio,Studio,Amy_Mihal,BBC_Maida_Vale,Sear_Sound,postproduction,Lenny_Waronker,
970,active,7,actively_engaged,actively,Active,inactive,proactive,noise_canceling_stereophones,passive,nonactive,productive,
971,preview,5,sneak_preview,previews,sneak_peek,Preview,sneak_peak,previewing,previewed,recap,BroadwayWorld_brings,
972,room,5,rooms,upstairs,hallway,downstairs,dining_room,bathroom,kitchenette,jacuzzi_tub,basement,
973,mw,5,Mw,MW,####MW,MWs,###MW,mega_watts,###mw,mega_watts_MW,megawatts,
974,answer,18,answers,answered,answering,question,anwer,Answering,Biscardi_fielded,please_call_#.###.WARRANTY,Answer,
975,earlier,64,last,previous,Earlier,later,Last,ealier,ago,after,prior,
976,wrong,69,dreadfully_wrong,correct,horribly_wrong,Wrong,incorrect,right,stupid,amiss,WRONG,
977,production,9,Production,output,producing,produc_tion,pro_duction,producers,ouput,producton,produciton,
978,overcome,6,overcoming,surmount,overcame,Overcoming,overcomes,overcome_seemingly_insurmountable,surmounted,Overcome,conquer,
979,diana,5,susan,jensen,lori,catherine,janet,eileen,lindsey,bryan,@_courier.co.uk,
980,copy,5,copies,photocopy,Copies,photocopied,hardcopies,hardcopy,printout,printable_PDF,CD_ROM,
981,arrived,13,arriving,arrive,Arriving,departed,dispatched,returned,arrival,arrives,Upon_arriving,
982,onto,61,into,off,on,out,underneath,back,down,beneath,beside,
983,somewhat,18,tad,slightly,admittedly,decidedly,similarly,mildly,Somewhat,noticeably,strangely,
984,simplify,8,streamline,simplifying,simplified,Simplifying,simplifies,automate,streamlining,standardize,simplification,
985,subtle,6,subtler,subtly,Subtle,subliminal,subtlest,subtlety,overt,unsubtle,nuanced,
986,became,38,become,becoming,becomes,was,Became,emerged,remained,seemed,wasthe,
987,earn,23,earning,earned,earns,Earning,Earn,garner,receive,attain,earnt,
988,nicely,20,beautifully,perfectly,neatly,splendidly,excellently,admirably,decently,superbly,smartly,
989,automatic,15,Automatic,automatically,gunfire_barrages,automated,nonautomatic,auto_matic,instant,stepless,brandishing_rocket_launchers,
990,fair,9,Fair,Kurylowicz_trial,P###_INX_futures,equitable,Ranee_Gaynor,MATAGORDA_Trout,spokeswoman_Brienna_Schuette,fairness,reasonable,
991,artificial,7,artifical,Artificial,growth_hormone_rBGH,synthetic,growth_hormone_rBST,artificially,bioengineered,unnatural,illusion,
992,improve,18,improving,enhance,improved,strengthen,toimprove,improves,Improving,imporve,Improve,
993,essentially,49,basically,Essentially,practically,virtually,entirely,completely,largely,simply,totally,
994,accentuate,8,accentuating,accentuates,emphasize,accentuated,Accentuating,magnify,amplify,embellish,evoke,
995,west,23,east,north,south,southwest,southeast,northeast,northwest,eastern,western,
996,complex,7,complicated,multiplicative_method,piping_Laskey,Complex,Xscape_leisure,convoluted,complexes,Toor_condominium,intricate,
997,split,6,splitting,splits,divided,Splitting,Split,divide,dividing,split_evenly,seperated,
998,charlie,6,quinn,tommy,kelly,dave,willie,jeff,armstrong,patrick,ryan,
999,yes,7,mso_style_qformat,Yes,mso_style_noshow,resounding_YES,emerge_victorious_Inouye,yeah,resounding_NO,Well_duh,Uh,
1000,apart,55,away,asunder,appart,wayside,aside,separated,together,shreds,disintegrated,
1001,purple,59,pink,blue,yellow_plaid_pants,crimson,orange,burgundy,lime_green,red,colored,
1002,architectural,14,Architectural,architecture,architects,architectual,architect,design,Architects,Associates_Architects,Hellmuth_Obata,
1003,donation,5,donations,donate,generous_donation,donating,Donation,donated,donators,Donations,donator,
1004,wireless,5,wireless_broadband,Wi_Fi,WiFi,wireless_LAN,GigaBeam_revolutionary,Wireless,WLAN,broadband,wireless_connectivity,
1005,compositional,6,compositions,pianistic,improvisatory,stylistic,timbral,harmonic,painterly,coloristic,musicality,
1006,considered,47,regarded,deemed,viewed,Considered,considers,consider,widely_regarded,deem,classed,
1007,nr,5,#m##.###s_+#.###,JMB_Maserati,Martin_DBR9,Matias_Laine,#m##.###s_+_#.###,Maserati_MC,2min_##.###secs,Larbre_Ferrari,Aprilia_#:##.###,
1008,happening,33,happened,occurring,happen,happing,transpiring,happens,occuring,happenning,guest_####_@,
1009,allowed,95,permitted,allowing,allow,able,Allowing,forced,Allowed,let,enabled,
1010,varying,79,differing,varied,vary,Varying,various,different,vary_greatly,vary_widely,vastly_differing,
1011,astrophotographers,86,amateur_astronomers,astrophotographer,astrophotography,hobbyist_photographers,engineers_mathematicians,amateur_photographers,galaxies_nebulae,Leica_lenses,recordists,
1012,darkest,51,blackest,bleakest,darkest_moments,grimmest,stormiest,saddest,dark,worst,roughest,
1013,switch,30,switching,switched,switches,Switching,Switch,swtich,shift,flip,move,
1014,shared,32,sharing,Sharing,Shared,exchanged,echoed,exchanging,relayed,expressed,share,
1015,alone,5,annie##_leave_lindsay,assigning_tiring,Leave_Dudus,Players_Gone_Amok,Giovanditto_lived,Osco_Drugstores,just,BSD_microwave_ablation,anywhere_#'x#,
1016,graduated,5,graduating,graduate,graduated_magna_cum_laude,earned_bachelor_degree,graduated_cum_laude,graduated_summa_cum_laude,bachelor_degree,graduating_magna_cum_laude,graduated_Summa_Cum_Laude,
